"VL_PGTO","DE_CLASSE","DE_DIVISAO_SETOR","DE_DIVISAO","DE_GRUPO","DE_SETOR_ECONOMICO","DE_SECAO","DE_SUBCLASSE","NU_ANO","DE_MES_COMP","NU_MES","CD_CLASSE","CD_DIVISAO","CD_GRUPO","CD_SECAO","CD_SUBCLASSE"
18908.11,-1,SECUNDÁRIO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Manutenção e reparação de embarcações e estruturas flutuantes,2022,JANEIRO,1,"33171","33","331",C ,"3317101"
82121.97,-1,SECUNDÁRIO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Manutenção e reparação de embarcações para esporte e lazer,2022,JANEIRO,1,"33171","33","331",C ,"3317102"
6877.58,-1,SECUNDÁRIO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Manutenção e reparação de embarcações e estruturas flutuantes,2022,FEVEREIRO,2,"33171","33","331",C ,"3317101"
60188.28,-1,SECUNDÁRIO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Manutenção e reparação de embarcações para esporte e lazer,2022,FEVEREIRO,2,"33171","33","331",C ,"3317102"
13113.27,-1,SECUNDÁRIO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Manutenção e reparação de embarcações e estruturas flutuantes,2022,MARÇO,3,"33171","33","331",C ,"3317101"
23871.82,-1,SECUNDÁRIO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Manutenção e reparação de embarcações para esporte e lazer,2022,MARÇO,3,"33171","33","331",C ,"3317102"
8330.02,-1,SECUNDÁRIO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Manutenção e reparação de embarcações e estruturas flutuantes,2022,ABRIL,4,"33171","33","331",C ,"3317101"
96621.15,-1,SECUNDÁRIO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Manutenção e reparação de embarcações para esporte e lazer,2022,ABRIL,4,"33171","33","331",C ,"3317102"
20484.56,-1,SECUNDÁRIO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Manutenção e reparação de embarcações e estruturas flutuantes,2022,MAIO,5,"33171","33","331",C ,"3317101"
77525.19,-1,SECUNDÁRIO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Manutenção e reparação de embarcações para esporte e lazer,2022,MAIO,5,"33171","33","331",C ,"3317102"
12625.3,-1,SECUNDÁRIO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Manutenção e reparação de embarcações e estruturas flutuantes,2022,JUNHO,6,"33171","33","331",C ,"3317101"
75705.94,-1,SECUNDÁRIO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Manutenção e reparação de embarcações para esporte e lazer,2022,JUNHO,6,"33171","33","331",C ,"3317102"
13334.48,-1,SECUNDÁRIO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Manutenção e reparação de embarcações e estruturas flutuantes,2022,JULHO,7,"33171","33","331",C ,"3317101"
81715.99,-1,SECUNDÁRIO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Manutenção e reparação de embarcações para esporte e lazer,2022,JULHO,7,"33171","33","331",C ,"3317102"
324.86,-1,SECUNDÁRIO,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",Manutenção e reparação de máquinas e equipamentos,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Manutenção e reparação de embarcações para esporte e lazer,2022,AGOSTO,8,"33171","33","331",C ,"3317102"
572160.43,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de bovinos,2022,JANEIRO,1,"10112","10","101",C ,"1011201"
53523.67,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de ovinos e caprinos,2022,JANEIRO,1,"10112","10","101",C ,"1011203"
24690.4,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Matadouro  abate de reses sob contrato  exceto abate de suínos,2022,JANEIRO,1,"10112","10","101",C ,"1011205"
623540.99,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de bovinos,2022,FEVEREIRO,2,"10112","10","101",C ,"1011201"
66285.98,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de ovinos e caprinos,2022,FEVEREIRO,2,"10112","10","101",C ,"1011203"
10816.69,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Matadouro  abate de reses sob contrato  exceto abate de suínos,2022,FEVEREIRO,2,"10112","10","101",C ,"1011205"
644558.31,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de bovinos,2022,MARÇO,3,"10112","10","101",C ,"1011201"
27709.41,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de ovinos e caprinos,2022,MARÇO,3,"10112","10","101",C ,"1011203"
15209.65,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Matadouro  abate de reses sob contrato  exceto abate de suínos,2022,MARÇO,3,"10112","10","101",C ,"1011205"
693356.67,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de bovinos,2022,ABRIL,4,"10112","10","101",C ,"1011201"
59339.31,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de ovinos e caprinos,2022,ABRIL,4,"10112","10","101",C ,"1011203"
17037.05,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Matadouro  abate de reses sob contrato  exceto abate de suínos,2022,ABRIL,4,"10112","10","101",C ,"1011205"
772706.9,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de bovinos,2022,MAIO,5,"10112","10","101",C ,"1011201"
89315.3,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de ovinos e caprinos,2022,MAIO,5,"10112","10","101",C ,"1011203"
17711.14,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Matadouro  abate de reses sob contrato  exceto abate de suínos,2022,MAIO,5,"10112","10","101",C ,"1011205"
626529.18,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de bovinos,2022,JUNHO,6,"10112","10","101",C ,"1011201"
90443.54,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de ovinos e caprinos,2022,JUNHO,6,"10112","10","101",C ,"1011203"
18926.12,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Matadouro  abate de reses sob contrato  exceto abate de suínos,2022,JUNHO,6,"10112","10","101",C ,"1011205"
773064.23,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de bovinos,2022,JULHO,7,"10112","10","101",C ,"1011201"
94229.92,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de ovinos e caprinos,2022,JULHO,7,"10112","10","101",C ,"1011203"
4626.08,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Matadouro  abate de reses sob contrato  exceto abate de suínos,2022,JULHO,7,"10112","10","101",C ,"1011205"
9907.67,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de bovinos,2022,AGOSTO,8,"10112","10","101",C ,"1011201"
1709.29,"Abate de reses, exceto suínos",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Matadouro  abate de reses sob contrato  exceto abate de suínos,2022,AGOSTO,8,"10112","10","101",C ,"1011205"
343280.47,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Abate de aves,2022,JANEIRO,1,"10121","10","101",C ,"1012101"
11081.19,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Abate de pequenos animais,2022,JANEIRO,1,"10121","10","101",C ,"1012102"
2650589.62,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de suínos,2022,JANEIRO,1,"10121","10","101",C ,"1012103"
332946.11,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Abate de aves,2022,FEVEREIRO,2,"10121","10","101",C ,"1012101"
8333.98,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Abate de pequenos animais,2022,FEVEREIRO,2,"10121","10","101",C ,"1012102"
1248733.91,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de suínos,2022,FEVEREIRO,2,"10121","10","101",C ,"1012103"
1193034.82,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Abate de aves,2022,MARÇO,3,"10121","10","101",C ,"1012101"
13221.48,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Abate de pequenos animais,2022,MARÇO,3,"10121","10","101",C ,"1012102"
1837841.27,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de suínos,2022,MARÇO,3,"10121","10","101",C ,"1012103"
828947.39,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Abate de aves,2022,ABRIL,4,"10121","10","101",C ,"1012101"
18233.03,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Abate de pequenos animais,2022,ABRIL,4,"10121","10","101",C ,"1012102"
2339265.73,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de suínos,2022,ABRIL,4,"10121","10","101",C ,"1012103"
342830.63,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Abate de aves,2022,MAIO,5,"10121","10","101",C ,"1012101"
6934.56,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Abate de pequenos animais,2022,MAIO,5,"10121","10","101",C ,"1012102"
1970592.97,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de suínos,2022,MAIO,5,"10121","10","101",C ,"1012103"
432240.06,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Abate de aves,2022,JUNHO,6,"10121","10","101",C ,"1012101"
10847.63,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Abate de pequenos animais,2022,JUNHO,6,"10121","10","101",C ,"1012102"
2233452.81,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de suínos,2022,JUNHO,6,"10121","10","101",C ,"1012103"
411227.89,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Abate de aves,2022,JULHO,7,"10121","10","101",C ,"1012101"
13820.96,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Abate de pequenos animais,2022,JULHO,7,"10121","10","101",C ,"1012102"
2152190.96,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de suínos,2022,JULHO,7,"10121","10","101",C ,"1012103"
2413.34,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Abate de aves,2022,AGOSTO,8,"10121","10","101",C ,"1012101"
17370.92,"Abate de suínos, aves e outros pequenos animais",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,Abate e fabricação de produtos de carne,INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,Frigorífico  abate de suínos,2022,AGOSTO,8,"10121","10","101",C ,"1012103"
282210.03,"Acabamentos em fios, tecidos e artefatos têxteis",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS TÊXTEIS,"Acabamentos em fios, tecidos e artefatos têxteis",INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,"Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário",2022,JANEIRO,1,"13405","13","134",C ,"1340501"
170467.79,"Acabamentos em fios, tecidos e artefatos têxteis",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS TÊXTEIS,"Acabamentos em fios, tecidos e artefatos têxteis",INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,"Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário",2022,JANEIRO,1,"13405","13","134",C ,"1340502"
567942.24,"Acabamentos em fios, tecidos e artefatos têxteis",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS TÊXTEIS,"Acabamentos em fios, tecidos e artefatos têxteis",INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,"Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário",2022,JANEIRO,1,"13405","13","134",C ,"1340599"
178442.19,"Acabamentos em fios, tecidos e artefatos têxteis",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS TÊXTEIS,"Acabamentos em fios, tecidos e artefatos têxteis",INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,"Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário",2022,FEVEREIRO,2,"13405","13","134",C ,"1340501"
329373.87,"Acabamentos em fios, tecidos e artefatos têxteis",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS TÊXTEIS,"Acabamentos em fios, tecidos e artefatos têxteis",INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,"Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário",2022,FEVEREIRO,2,"13405","13","134",C ,"1340502"
452040.9,"Acabamentos em fios, tecidos e artefatos têxteis",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS TÊXTEIS,"Acabamentos em fios, tecidos e artefatos têxteis",INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,"Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário",2022,FEVEREIRO,2,"13405","13","134",C ,"1340599"
276309.8,"Acabamentos em fios, tecidos e artefatos têxteis",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS TÊXTEIS,"Acabamentos em fios, tecidos e artefatos têxteis",INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,"Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário",2022,MARÇO,3,"13405","13","134",C ,"1340501"
322506.02,"Acabamentos em fios, tecidos e artefatos têxteis",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS TÊXTEIS,"Acabamentos em fios, tecidos e artefatos têxteis",INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,"Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário",2022,MARÇO,3,"13405","13","134",C ,"1340502"
336309.07,"Acabamentos em fios, tecidos e artefatos têxteis",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS TÊXTEIS,"Acabamentos em fios, tecidos e artefatos têxteis",INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,"Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário",2022,MARÇO,3,"13405","13","134",C ,"1340599"
302190.87,"Acabamentos em fios, tecidos e artefatos têxteis",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS TÊXTEIS,"Acabamentos em fios, tecidos e artefatos têxteis",INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,"Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário",2022,ABRIL,4,"13405","13","134",C ,"1340501"
1072851.71,"Acabamentos em fios, tecidos e artefatos têxteis",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS TÊXTEIS,"Acabamentos em fios, tecidos e artefatos têxteis",INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,"Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário",2022,ABRIL,4,"13405","13","134",C ,"1340502"
858583.91,"Acabamentos em fios, tecidos e artefatos têxteis",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS TÊXTEIS,"Acabamentos em fios, tecidos e artefatos têxteis",INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,"Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário",2022,ABRIL,4,"13405","13","134",C ,"1340599"
303284.26,"Acabamentos em fios, tecidos e artefatos têxteis",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS TÊXTEIS,"Acabamentos em fios, tecidos e artefatos têxteis",INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,"Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário",2022,MAIO,5,"13405","13","134",C ,"1340501"
1541550.32,"Acabamentos em fios, tecidos e artefatos têxteis",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS TÊXTEIS,"Acabamentos em fios, tecidos e artefatos têxteis",INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,"Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário",2022,MAIO,5,"13405","13","134",C ,"1340502"
497621.23,"Acabamentos em fios, tecidos e artefatos têxteis",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS TÊXTEIS,"Acabamentos em fios, tecidos e artefatos têxteis",INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,"Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário",2022,MAIO,5,"13405","13","134",C ,"1340599"
337586.99,"Acabamentos em fios, tecidos e artefatos têxteis",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS TÊXTEIS,"Acabamentos em fios, tecidos e artefatos têxteis",INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,"Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário",2022,JUNHO,6,"13405","13","134",C ,"1340501"
1723686.3,"Acabamentos em fios, tecidos e artefatos têxteis",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS TÊXTEIS,"Acabamentos em fios, tecidos e artefatos têxteis",INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,"Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário",2022,JUNHO,6,"13405","13","134",C ,"1340502"
478917.82,"Acabamentos em fios, tecidos e artefatos têxteis",SECUNDÁRIO,FABRICAÇÃO DE PRODUTOS TÊXTEIS,"Acabamentos em fios, tecidos e artefatos têxteis",INDUSTRIA,INDÚSTRIAS DE TRANSFORMAÇÃO,"Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário",2022,JUNHO,6,"13405","13","134",C ,"1340599"
